District ID	District	School ID	School	Subject	Grade	% Proficient  2017-18	% Proficient  2018-19	% Proficient  2021-22	% Proficient  2022-23	% Proficient  2023-24
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	3	--	--	--	--	*
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	4	*	*	*	*	*
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	5	*	*	--	*	*
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	6	*	*	--	--	*
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	7	*	*	--	--	--
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	8	--	*	--	--	*
2063	Adel SD 21	498	Adel Elementary School	English Language Arts	All Grades	*	*	*	*	40.0
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	3	35.7	50.0	65.0	66.7	81.3
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	4	64.0	29.4	61.5	60.9	79.3
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	5	90.9	76.7	88.2	84.2	72.7
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	6	80.0	79.3	37.5	81.0	65.0
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	7	71.4	65.5	38.1	52.4	90.5
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	8	76.2	66.7	47.6	50.0	55.0
2113	Adrian SD 61	707	Adrian Elementary School	English Language Arts	All Grades	71.5	64.4	54.3	65.9	74.2
2113	Adrian SD 61	708	Adrian High School	English Language Arts	11	92.9	63.2	64.3	62.5	80.0
2113	Adrian SD 61	708	Adrian High School	English Language Arts	All Grades	92.9	63.2	64.3	62.5	80.0
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	3	16.7	*	36.8	17.4	12.5
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	4	17.6	20.0	25.0	16.0	22.7
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	5	*	46.2	23.5	21.1	7.1
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	6	10.0	15.4	28.6	28.6	13.3
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	7	< 5.0%	38.5	35.3	36.0	23.1
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	8	*	8.3	*	32.1	< 5.0%
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	11	50.0	*	--	41.7	23.1
1899	Alsea SD 7J	17	Alsea Charter School	English Language Arts	All Grades	22.1	26.3	32.3	26.8	15.2
2252	Amity SD 4J	1208	Amity Elementary School	English Language Arts	3	50.0	48.9	27.5	33.3	22.2
2252	Amity SD 4J	1208	Amity Elementary School	English Language Arts	4	38.8	40.0	41.4	31.7	36.0
2252	Amity SD 4J	1208	Amity Elementary School	English Language Arts	5	58.9	52.2	27.3	50.0	27.5
2252	Amity SD 4J	1208	Amity Elementary School	English Language Arts	All Grades	49.5	47.6	30.6	38.2	29.4
2252	Amity SD 4J	1210	Amity High School	English Language Arts	11	45.5	59.2	*	*	35.7
2252	Amity SD 4J	1210	Amity High School	English Language Arts	All Grades	45.5	59.2	*	*	35.7
2252	Amity SD 4J	1209	Amity Middle School	English Language Arts	6	42.6	56.6	40.6	33.3	42.5
2252	Amity SD 4J	1209	Amity Middle School	English Language Arts	7	37.7	44.6	32.6	35.1	41.5
2252	Amity SD 4J	1209	Amity Middle School	English Language Arts	8	20.8	38.6	42.9	40.8	34.2
2252	Amity SD 4J	1209	Amity Middle School	English Language Arts	All Grades	34.3	47.6	39.0	36.4	39.7
2111	Annex SD 29	705	Annex Charter School	English Language Arts	3	*	46.2	*	*	*
2111	Annex SD 29	705	Annex Charter School	English Language Arts	4	14.3	66.7	36.4	*	*
2111	Annex SD 29	705	Annex Charter School	English Language Arts	5	*	25.0	*	41.7	*
2111	Annex SD 29	705	Annex Charter School	English Language Arts	6	9.1	*	*	*	66.7
2111	Annex SD 29	705	Annex Charter School	English Language Arts	7	54.5	*	*	80.0	*
2111	Annex SD 29	705	Annex Charter School	English Language Arts	8	*	41.7	33.3	--	--
2111	Annex SD 29	705	Annex Charter School	English Language Arts	All Grades	30.4	38.5	50.0	58.5	61.8
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	3	30.0	57.1	23.1	25.0	*
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	4	45.5	*	*	*	46.2
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	5	73.3	57.1	50.0	63.6	10.0
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	6	72.7	56.3	60.0	*	71.4
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	7	28.6	71.4	*	66.7	*
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	8	*	53.8	58.3	*	56.3
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	11	*	*	66.7	83.3	64.3
2005	Arlington SD 3	323	Arlington Community Charter School	English Language Arts	All Grades	55.3	58.0	53.8	50.0	51.3
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	3	*	*	--	*	*
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	4	--	*	*	--	*
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	5	*	--	*	*	--
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	6	*	*	*	*	*
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	7	*	*	*	*	--
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	8	*	*	--	--	--
2115	Arock SD 81	711	W W Jones Elementary School	English Language Arts	All Grades	*	54.5	*	*	*
2041	Ashland SD 5	381	Ashland High School	English Language Arts	11	88.4	81.6	44.8	37.9	51.4
2041	Ashland SD 5	381	Ashland High School	English Language Arts	All Grades	88.4	81.6	44.8	37.9	51.4
2041	Ashland SD 5	380	Ashland Middle School	English Language Arts	6	65.8	65.3	66.3	58.8	60.5
2041	Ashland SD 5	380	Ashland Middle School	English Language Arts	7	73.2	73.9	63.1	66.7	58.5
2041	Ashland SD 5	380	Ashland Middle School	English Language Arts	8	70.4	72.1	72.2	59.5	63.6
2041	Ashland SD 5	380	Ashland Middle School	English Language Arts	All Grades	70.1	70.5	67.4	61.8	60.9
2041	Ashland SD 5	375	Bellview Elementary School	English Language Arts	3	50.0	73.5	57.1	66.7	68.2
2041	Ashland SD 5	375	Bellview Elementary School	English Language Arts	4	70.9	56.6	70.2	58.1	63.0
2041	Ashland SD 5	375	Bellview Elementary School	English Language Arts	5	70.7	64.9	59.5	71.7	55.4
2041	Ashland SD 5	375	Bellview Elementary School	English Language Arts	All Grades	64.1	64.8	62.6	65.6	61.6
2041	Ashland SD 5	377	Helman Elementary School	English Language Arts	3	65.4	71.4	58.1	52.4	55.2
2041	Ashland SD 5	377	Helman Elementary School	English Language Arts	4	76.9	66.7	72.9	65.2	59.6
2041	Ashland SD 5	377	Helman Elementary School	English Language Arts	5	75.3	80.0	72.5	75.0	72.0
2041	Ashland SD 5	377	Helman Elementary School	English Language Arts	All Grades	72.9	72.8	67.4	65.5	63.3
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	3	63.6	45.5	64.3	40.0	26.7
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	4	87.5	76.9	75.0	76.9	52.9
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	5	83.3	78.6	85.0	78.6	73.3
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	6	78.3	92.3	58.3	58.3	77.8
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	7	> 95.0%	81.8	66.7	38.5	65.4
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	8	> 95.0%	93.3	77.8	50.0	54.5
2041	Ashland SD 5	4476	TRAILS Outdoor School	English Language Arts	All Grades	84.5	79.5	72.3	56.6	59.8
2041	Ashland SD 5	379	Walker Elementary School	English Language Arts	3	42.3	61.9	48.6	60.0	48.3
2041	Ashland SD 5	379	Walker Elementary School	English Language Arts	4	48.3	62.7	53.8	47.8	66.1
2041	Ashland SD 5	379	Walker Elementary School	English Language Arts	5	54.0	52.5	58.1	53.8	66.7
2041	Ashland SD 5	379	Walker Elementary School	English Language Arts	All Grades	48.1	59.0	53.8	53.3	60.3
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	3	*	--	--	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	4	*	*	*	--	--
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	5	--	*	*	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	6	--	--	--	*	*
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	7	--	--	*	--	--
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	8	*	--	--	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	English Language Arts	All Grades	*	*	*	*	*
1933	Astoria SD 1	144	Astoria Middle School	English Language Arts	6	51.7	41.2	43.5	34.7	31.6
1933	Astoria SD 1	144	Astoria Middle School	English Language Arts	7	44.5	50.3	45.1	37.6	26.3
1933	Astoria SD 1	144	Astoria Middle School	English Language Arts	8	50.7	50.4	37.4	36.5	41.9
1933	Astoria SD 1	144	Astoria Middle School	English Language Arts	All Grades	49.1	46.9	42.0	36.2	32.6
1933	Astoria SD 1	146	Astoria Senior High School	English Language Arts	11	83.1	84.4	70.1	52.1	41.1
1933	Astoria SD 1	146	Astoria Senior High School	English Language Arts	All Grades	83.1	84.4	70.1	52.1	41.1
1933	Astoria SD 1	147	Lewis & Clark Elementary School	English Language Arts	3	53.1	49.6	37.3	47.7	45.2
1933	Astoria SD 1	147	Lewis & Clark Elementary School	English Language Arts	4	58.2	53.0	49.6	41.8	37.0
1933	Astoria SD 1	147	Lewis & Clark Elementary School	English Language Arts	5	39.5	46.1	53.2	54.6	41.5
1933	Astoria SD 1	147	Lewis & Clark Elementary School	English Language Arts	All Grades	49.3	49.6	47.1	48.5	41.2
2208	Athena-Weston SD 29RJ	1053	Athena Elementary School	English Language Arts	3	38.6	53.7	28.9	56.3	44.7
2208	Athena-Weston SD 29RJ	1053	Athena Elementary School	English Language Arts	All Grades	38.6	53.7	28.9	56.3	44.7
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	4	35.4	54.5	51.6	57.5	40.0
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	5	48.9	52.0	57.1	48.5	48.7
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	6	38.0	44.7	32.3	44.2	42.4
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	7	54.3	47.3	41.9	38.9	63.8
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	8	47.6	58.8	43.4	48.9	44.4
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	English Language Arts	All Grades	44.6	51.4	45.5	47.7	49.2
2208	Athena-Weston SD 29RJ	1056	Weston-McEwen High School	English Language Arts	11	75.0	70.0	63.6	47.4	37.8
2208	Athena-Weston SD 29RJ	1056	Weston-McEwen High School	English Language Arts	All Grades	75.0	70.0	63.6	47.4	37.8
1894	Baker SD 5J	4759	Baker Early College	English Language Arts	11	92.9	92.1	92.3	91.7	92.3
1894	Baker SD 5J	4759	Baker Early College	English Language Arts	All Grades	92.9	92.1	92.3	91.7	92.3
1894	Baker SD 5J	8	Baker High School	English Language Arts	11	72.0	70.4	30.8	28.1	20.0
1894	Baker SD 5J	8	Baker High School	English Language Arts	All Grades	72.0	70.4	30.8	28.1	20.0
1894	Baker SD 5J	1	Baker Middle School	English Language Arts	7	50.0	59.8	48.0	35.8	37.3
1894	Baker SD 5J	1	Baker Middle School	English Language Arts	8	45.9	45.2	62.1	48.5	35.9
1894	Baker SD 5J	1	Baker Middle School	English Language Arts	All Grades	48.3	52.6	55.9	42.8	36.6
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	3	--	--	*	--	*
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	4	--	--	--	*	*
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	5	--	--	*	--	*
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	6	--	--	--	*	--
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	7	--	--	--	--	--
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	8	--	--	--	*	--
1894	Baker SD 5J	5604	Baker Virtual Academy	English Language Arts	All Grades	--	--	*	*	*
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	3	42.4	39.2	56.9	38.5	39.0
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	4	42.4	44.6	55.8	39.7	39.3
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	5	53.9	54.8	76.7	46.5	46.3
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	6	45.2	60.0	57.1	55.1	46.8
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	7	54.2	62.2	50.0	57.0	58.6
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	8	55.6	53.1	64.0	46.5	44.8
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	11	63.3	67.3	60.7	60.6	54.7
1894	Baker SD 5J	4728	Baker Web Academy	English Language Arts	All Grades	52.7	56.5	59.9	50.4	47.7
1894	Baker SD 5J	2	Brooklyn Primary School	English Language Arts	3	42.2	40.8	32.3	26.9	34.8
1894	Baker SD 5J	2	Brooklyn Primary School	English Language Arts	All Grades	42.2	40.8	32.3	26.9	34.8
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	English Language Arts	7	--	--	*	--	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	English Language Arts	8	--	--	*	*	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	English Language Arts	11	*	*	*	*	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	English Language Arts	All Grades	*	*	*	*	--
1894	Baker SD 5J	4	Haines Elementary School	English Language Arts	3	86.4	90.5	47.1	84.2	73.7
1894	Baker SD 5J	4	Haines Elementary School	English Language Arts	4	53.8	82.6	80.0	78.9	85.0
1894	Baker SD 5J	4	Haines Elementary School	English Language Arts	5	68.8	75.0	73.3	59.1	52.6
1894	Baker SD 5J	4	Haines Elementary School	English Language Arts	6	61.9	66.7	72.7	64.3	73.7
1894	Baker SD 5J	4	Haines Elementary School	English Language Arts	All Grades	67.1	78.5	67.2	71.6	71.4
1894	Baker SD 5J	5	Keating Elementary School	English Language Arts	3	*	--	*	--	--
1894	Baker SD 5J	5	Keating Elementary School	English Language Arts	4	*	*	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	English Language Arts	5	*	--	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	English Language Arts	6	--	*	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	English Language Arts	All Grades	*	*	*	--	--
1894	Baker SD 5J	5491	Oregon International School	English Language Arts	11	--	--	--	--	--
1894	Baker SD 5J	5491	Oregon International School	English Language Arts	All Grades	--	--	--	--	--
1894	Baker SD 5J	7	South Baker Intermediate School	English Language Arts	4	45.7	40.5	41.7	27.6	28.8
1894	Baker SD 5J	7	South Baker Intermediate School	English Language Arts	5	45.5	53.4	36.4	40.2	47.7
1894	Baker SD 5J	7	South Baker Intermediate School	English Language Arts	6	44.0	47.7	32.1	43.5	40.8
1894	Baker SD 5J	7	South Baker Intermediate School	English Language Arts	All Grades	45.1	47.5	37.3	37.6	38.8
1969	Bandon SD 54	218	Bandon Senior High School	English Language Arts	11	54.8	79.3	52.0	71.4	41.7
1969	Bandon SD 54	218	Bandon Senior High School	English Language Arts	All Grades	54.8	79.3	52.0	71.4	41.7
1969	Bandon SD 54	216	Harbor Lights Middle School	English Language Arts	5	50.0	62.7	51.1	47.4	48.0
1969	Bandon SD 54	216	Harbor Lights Middle School	English Language Arts	6	61.5	55.4	48.9	44.2	45.5
1969	Bandon SD 54	216	Harbor Lights Middle School	English Language Arts	7	58.2	71.4	48.0	53.7	60.0
1969	Bandon SD 54	216	Harbor Lights Middle School	English Language Arts	8	60.7	62.7	63.2	42.9	59.6
1969	Bandon SD 54	216	Harbor Lights Middle School	English Language Arts	All Grades	57.3	63.1	52.2	46.8	54.1
1969	Bandon SD 54	217	Ocean Crest Elementary School	English Language Arts	3	35.2	40.4	37.8	44.2	65.9
1969	Bandon SD 54	217	Ocean Crest Elementary School	English Language Arts	4	54.5	48.1	45.0	47.3	42.1
1969	Bandon SD 54	217	Ocean Crest Elementary School	English Language Arts	All Grades	45.0	44.4	41.2	45.9	54.9
2240	Banks SD 13	1120	Banks Elementary School	English Language Arts	3	44.2	49.4	34.8	42.9	43.1
2240	Banks SD 13	1120	Banks Elementary School	English Language Arts	4	46.3	52.6	25.5	45.6	52.3
2240	Banks SD 13	1120	Banks Elementary School	English Language Arts	5	54.9	55.1	48.1	39.3	50.0
2240	Banks SD 13	1120	Banks Elementary School	English Language Arts	All Grades	48.5	52.4	36.4	42.8	48.3
2240	Banks SD 13	1124	Banks High School	English Language Arts	11	89.4	75.3	*	*	22.2
2240	Banks SD 13	1124	Banks High School	English Language Arts	All Grades	89.4	75.3	*	*	22.2
2240	Banks SD 13	1123	Banks Middle School	English Language Arts	6	33.8	44.7	35.4	30.8	16.9
2240	Banks SD 13	1123	Banks Middle School	English Language Arts	7	62.4	47.0	33.9	35.4	35.3
2240	Banks SD 13	1123	Banks Middle School	English Language Arts	8	52.1	62.2	27.7	45.9	25.5
2240	Banks SD 13	1123	Banks Middle School	English Language Arts	All Grades	50.8	51.5	32.7	37.2	26.4
2243	Beaverton SD 48J	1186	Aloha High School	English Language Arts	11	65.0	50.7	*	22.5	15.1
2243	Beaverton SD 48J	1186	Aloha High School	English Language Arts	All Grades	65.0	50.7	*	22.5	15.1
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	3	42.9	33.6	45.7	28.2	31.8
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	4	43.4	39.4	27.4	40.3	29.5
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	5	50.8	43.2	30.6	38.1	41.8
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	6	64.1	68.9	33.3	34.5	22.7
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	7	71.9	75.0	47.2	35.4	30.8
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	8	70.9	72.7	25.5	40.0	22.5
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	English Language Arts	All Grades	52.9	49.5	35.0	35.9	31.8
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	3	89.8	61.2	67.4	64.7	61.4
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	4	90.9	> 95.0%	51.4	70.3	67.2
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	5	81.3	89.1	74.1	68.6	62.2
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	6	78.6	82.1	37.5	--	--
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	7	85.7	76.0	66.7	50.0	--
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	8	73.3	94.1	48.0	81.3	*
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	English Language Arts	All Grades	84.9	82.0	58.3	66.9	64.2
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	English Language Arts	6	66.0	66.7	46.7	59.3	53.8
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	English Language Arts	7	68.5	65.4	62.4	56.3	53.6
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	English Language Arts	8	63.3	50.0	68.0	60.6	43.9
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	English Language Arts	11	88.9	83.3	80.4	76.3	64.5
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	English Language Arts	All Grades	69.7	64.1	62.8	61.8	52.9
2243	Beaverton SD 48J	1154	Barnes Elementary School	English Language Arts	3	32.7	30.2	10.3	19.3	13.5
2243	Beaverton SD 48J	1154	Barnes Elementary School	English Language Arts	4	38.1	41.1	18.2	14.7	24.0
2243	Beaverton SD 48J	1154	Barnes Elementary School	English Language Arts	5	39.6	35.1	35.1	22.5	22.1
2243	Beaverton SD 48J	1154	Barnes Elementary School	English Language Arts	All Grades	36.7	35.9	21.5	19.0	20.5
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	English Language Arts	3	53.2	49.1	34.7	40.0	17.0
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	English Language Arts	4	62.9	57.1	43.1	34.7	31.9
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	English Language Arts	5	57.8	59.0	41.4	40.6	33.3
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	English Language Arts	All Grades	58.0	55.0	39.9	38.5	26.6
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	English Language Arts	6	67.3	72.0	73.3	69.6	64.3
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	English Language Arts	7	69.2	69.6	68.5	78.3	77.2
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	English Language Arts	8	60.8	61.2	70.6	63.6	66.1
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	English Language Arts	11	82.3	86.1	86.0	71.8	78.3
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	English Language Arts	All Grades	68.6	70.8	73.8	70.7	70.6
2243	Beaverton SD 48J	1187	Beaverton High School	English Language Arts	11	60.4	54.5	33.0	29.2	45.4
2243	Beaverton SD 48J	1187	Beaverton High School	English Language Arts	All Grades	60.4	54.5	33.0	29.2	45.4
2243	Beaverton SD 48J	1156	Bethany Elementary School	English Language Arts	3	81.2	77.2	75.0	62.8	75.8
2243	Beaverton SD 48J	1156	Bethany Elementary School	English Language Arts	4	81.0	80.7	69.8	81.4	79.2
2243	Beaverton SD 48J	1156	Bethany Elementary School	English Language Arts	5	77.8	94.7	86.4	82.4	90.4
2243	Beaverton SD 48J	1156	Bethany Elementary School	English Language Arts	All Grades	79.9	83.6	77.2	75.0	82.0
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	English Language Arts	3	84.5	76.8	80.2	77.2	74.7
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	English Language Arts	4	86.4	86.5	86.7	81.1	82.0
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	English Language Arts	5	86.7	87.0	75.8	81.1	77.8
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	English Language Arts	All Grades	85.9	83.4	81.1	79.9	78.4
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	English Language Arts	3	71.6	73.3	77.4	79.2	66.7
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	English Language Arts	4	74.2	71.0	82.8	77.2	65.5
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	English Language Arts	5	84.9	77.9	82.3	76.8	82.8
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	English Language Arts	All Grades	77.2	74.1	80.9	77.6	71.9
2243	Beaverton SD 48J	1180	Cedar Park Middle School	English Language Arts	6	67.4	68.0	46.4	45.4	37.9
2243	Beaverton SD 48J	1180	Cedar Park Middle School	English Language Arts	7	73.8	70.9	53.6	45.5	53.8
2243	Beaverton SD 48J	1180	Cedar Park Middle School	English Language Arts	8	68.2	69.8	55.0	48.9	43.7
2243	Beaverton SD 48J	1180	Cedar Park Middle School	English Language Arts	All Grades	69.8	69.6	51.5	46.6	45.0
2243	Beaverton SD 48J	1159	Chehalem Elementary School	English Language Arts	3	35.5	43.6	51.7	47.5	37.9
2243	Beaverton SD 48J	1159	Chehalem Elementary School	English Language Arts	4	31.8	35.5	20.3	41.3	47.0
2243	Beaverton SD 48J	1159	Chehalem Elementary School	English Language Arts	5	72.3	48.7	57.8	57.1	51.7
2243	Beaverton SD 48J	1159	Chehalem Elementary School	English Language Arts	All Grades	48.0	42.7	43.7	48.7	45.3
2243	Beaverton SD 48J	1305	Community School	English Language Arts	11	40.5	36.0	*	6.7	25.0
2243	Beaverton SD 48J	1305	Community School	English Language Arts	All Grades	40.5	36.0	*	6.7	25.0
2243	Beaverton SD 48J	1319	Conestoga Middle School	English Language Arts	6	71.6	63.7	36.7	44.6	48.1
2243	Beaverton SD 48J	1319	Conestoga Middle School	English Language Arts	7	70.9	69.9	50.8	50.9	45.1
2243	Beaverton SD 48J	1319	Conestoga Middle School	English Language Arts	8	62.4	67.5	47.9	45.3	34.1
2243	Beaverton SD 48J	1319	Conestoga Middle School	English Language Arts	All Grades	68.5	67.1	45.3	46.8	42.9
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	English Language Arts	3	52.4	65.3	45.5	58.9	45.0
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	English Language Arts	4	57.8	59.8	58.3	50.0	62.7
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	English Language Arts	5	71.9	74.7	64.6	60.3	56.3
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	English Language Arts	All Grades	60.9	66.8	56.7	56.5	55.3
2243	Beaverton SD 48J	1162	Elmonica Elementary School	English Language Arts	3	43.9	53.1	43.2	43.9	37.7
2243	Beaverton SD 48J	1162	Elmonica Elementary School	English Language Arts	4	54.3	55.2	40.3	47.8	44.4
2243	Beaverton SD 48J	1162	Elmonica Elementary School	English Language Arts	5	60.5	57.7	52.9	45.8	47.9
2243	Beaverton SD 48J	1162	Elmonica Elementary School	English Language Arts	All Grades	52.4	55.2	45.2	45.9	43.5
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	English Language Arts	3	54.5	70.8	36.7	38.0	53.6
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	English Language Arts	4	66.2	68.5	48.9	59.1	49.0
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	English Language Arts	5	62.4	62.9	45.2	48.1	42.6
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	English Language Arts	All Grades	61.0	67.3	43.6	47.9	48.4
2243	Beaverton SD 48J	1370	Findley Elementary	English Language Arts	3	89.9	93.2	82.6	84.1	80.6
2243	Beaverton SD 48J	1370	Findley Elementary	English Language Arts	4	93.0	91.1	93.5	83.3	74.4
2243	Beaverton SD 48J	1370	Findley Elementary	English Language Arts	5	93.1	95.0	88.8	91.6	83.9
2243	Beaverton SD 48J	1370	Findley Elementary	English Language Arts	All Grades	92.1	93.1	88.1	86.3	79.7
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	English Language Arts	3	47.7	53.0	38.7	52.8	33.3
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	English Language Arts	4	51.4	58.7	65.5	51.6	63.2
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	English Language Arts	5	43.8	60.6	52.9	59.3	52.3
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	English Language Arts	All Grades	47.5	57.5	51.8	54.5	49.2
2243	Beaverton SD 48J	1181	Five Oaks Middle School	English Language Arts	6	42.6	51.0	37.4	40.8	35.4
2243	Beaverton SD 48J	1181	Five Oaks Middle School	English Language Arts	7	49.2	47.3	42.2	38.9	41.1
2243	Beaverton SD 48J	1181	Five Oaks Middle School	English Language Arts	8	48.0	53.4	31.0	29.5	35.9
2243	Beaverton SD 48J	1181	Five Oaks Middle School	English Language Arts	All Grades	46.6	50.6	37.2	36.4	37.4
