District ID	District	School ID	School	Subject	Grade	% Proficient  2017-18	% Proficient  2018-19	% Proficient  2021-22	% Proficient  2022-23	% Proficient  2023-24
2057	Klamath County SD	481	Henley Middle School	Mathematics	All Grades	47.4	42.0	16.3	20.2	25.2
2057	Klamath County SD	474	Keno Elementary School	Mathematics	3	67.9	47.2	43.8	52.2	59.1
2057	Klamath County SD	474	Keno Elementary School	Mathematics	4	57.1	61.8	45.5	64.9	57.9
2057	Klamath County SD	474	Keno Elementary School	Mathematics	5	22.2	51.2	62.5	38.1	44.4
2057	Klamath County SD	474	Keno Elementary School	Mathematics	6	57.1	33.3	22.9	55.9	33.3
2057	Klamath County SD	474	Keno Elementary School	Mathematics	All Grades	53.9	50.4	43.0	54.8	48.0
2057	Klamath County SD	486	Lost River High School	Mathematics	7	34.3	42.9	30.3	25.6	42.5
2057	Klamath County SD	486	Lost River High School	Mathematics	8	44.7	44.4	28.3	25.0	23.5
2057	Klamath County SD	486	Lost River High School	Mathematics	11	31.8	28.2	11.1	22.5	20.0
2057	Klamath County SD	486	Lost River High School	Mathematics	All Grades	36.8	38.5	23.5	24.3	29.4
2057	Klamath County SD	475	Malin Elementary School	Mathematics	3	33.3	30.0	30.8	31.3	27.8
2057	Klamath County SD	475	Malin Elementary School	Mathematics	4	59.1	50.0	35.7	42.9	43.8
2057	Klamath County SD	475	Malin Elementary School	Mathematics	5	42.9	54.5	61.1	41.7	26.7
2057	Klamath County SD	475	Malin Elementary School	Mathematics	6	47.6	63.2	22.2	45.8	46.2
2057	Klamath County SD	475	Malin Elementary School	Mathematics	All Grades	46.3	49.4	38.1	40.9	35.5
2057	Klamath County SD	488	Mazama High School	Mathematics	11	34.5	30.7	32.8	14.6	6.0
2057	Klamath County SD	488	Mazama High School	Mathematics	All Grades	34.5	30.7	32.8	14.6	6.0
2057	Klamath County SD	476	Merrill Elementary School	Mathematics	3	44.4	42.1	34.6	40.0	25.0
2057	Klamath County SD	476	Merrill Elementary School	Mathematics	4	28.6	23.5	20.7	42.9	25.9
2057	Klamath County SD	476	Merrill Elementary School	Mathematics	5	27.3	26.3	12.5	29.2	33.3
2057	Klamath County SD	476	Merrill Elementary School	Mathematics	6	54.5	25.0	27.3	20.0	20.0
2057	Klamath County SD	476	Merrill Elementary School	Mathematics	All Grades	38.6	29.3	24.7	34.1	25.9
2057	Klamath County SD	477	Peterson Elementary School	Mathematics	3	43.9	67.1	42.0	37.7	30.1
2057	Klamath County SD	477	Peterson Elementary School	Mathematics	4	34.4	30.7	40.7	32.1	30.0
2057	Klamath County SD	477	Peterson Elementary School	Mathematics	5	39.5	40.2	23.8	32.9	23.4
2057	Klamath County SD	477	Peterson Elementary School	Mathematics	6	53.1	40.2	25.3	23.6	21.5
2057	Klamath County SD	477	Peterson Elementary School	Mathematics	All Grades	42.0	43.3	32.2	30.9	26.3
2057	Klamath County SD	478	Shasta Elementary School	Mathematics	3	50.0	60.0	44.4	43.5	44.4
2057	Klamath County SD	478	Shasta Elementary School	Mathematics	4	57.9	42.4	30.3	36.0	29.9
2057	Klamath County SD	478	Shasta Elementary School	Mathematics	5	26.8	36.5	26.3	22.7	27.5
2057	Klamath County SD	478	Shasta Elementary School	Mathematics	6	40.0	19.7	27.0	24.7	31.7
2057	Klamath County SD	478	Shasta Elementary School	Mathematics	All Grades	44.2	40.0	32.3	32.1	33.5
2057	Klamath County SD	479	Stearns Elementary School	Mathematics	3	40.0	26.7	32.4	15.4	12.8
2057	Klamath County SD	479	Stearns Elementary School	Mathematics	4	38.5	34.1	9.3	27.5	11.1
2057	Klamath County SD	479	Stearns Elementary School	Mathematics	5	34.0	18.5	7.1	9.5	13.6
2057	Klamath County SD	479	Stearns Elementary School	Mathematics	6	21.4	26.9	13.5	17.5	8.2
2057	Klamath County SD	479	Stearns Elementary School	Mathematics	All Grades	33.9	26.2	15.1	17.2	11.3
2056	Klamath Falls City Schools	4545	EagleRidge High School	Mathematics	11	8.5	17.1	10.7	15.0	< 5.0%
2056	Klamath Falls City Schools	4545	EagleRidge High School	Mathematics	All Grades	8.5	17.1	10.7	15.0	< 5.0%
2056	Klamath Falls City Schools	459	Joseph Conger Elementary School	Mathematics	3	33.9	31.7	14.0	21.7	52.8
2056	Klamath Falls City Schools	459	Joseph Conger Elementary School	Mathematics	4	36.7	35.5	34.8	23.8	26.7
2056	Klamath Falls City Schools	459	Joseph Conger Elementary School	Mathematics	5	21.5	19.0	16.7	26.0	5.0
2056	Klamath Falls City Schools	459	Joseph Conger Elementary School	Mathematics	All Grades	30.5	29.0	22.1	23.9	27.3
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	3	--	--	*	*	--
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	4	--	--	*	*	*
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	5	--	--	*	--	*
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	6	--	--	*	*	*
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	7	--	--	*	*	28.6
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	8	--	--	*	*	8.3
2056	Klamath Falls City Schools	5682	Klamath Home Learning Academy	Mathematics	All Grades	--	--	23.5	20.0	21.4
2056	Klamath Falls City Schools	5355	Klamath Learning Center	Mathematics	11	5.3	< 5.0%	*	< 5.0%	< 5.0%
2056	Klamath Falls City Schools	5355	Klamath Learning Center	Mathematics	All Grades	6.7	< 5.0%	*	< 5.0%	< 5.0%
2056	Klamath Falls City Schools	487	Klamath Union High School	Mathematics	11	32.6	33.3	13.0	17.0	29.3
2056	Klamath Falls City Schools	487	Klamath Union High School	Mathematics	All Grades	32.6	33.3	13.0	17.0	29.3
2056	Klamath Falls City Schools	461	Mills Elementary School	Mathematics	3	22.8	18.3	13.3	8.9	7.3
2056	Klamath Falls City Schools	461	Mills Elementary School	Mathematics	4	32.8	24.5	< 5.0%	15.6	12.2
2056	Klamath Falls City Schools	461	Mills Elementary School	Mathematics	5	15.3	28.6	< 5.0%	< 5.0%	9.1
2056	Klamath Falls City Schools	461	Mills Elementary School	Mathematics	All Grades	23.7	23.5	7.1	9.1	9.3
2056	Klamath Falls City Schools	462	Pelican Elementary School	Mathematics	3	37.3	36.7	43.2	76.5	51.1
2056	Klamath Falls City Schools	462	Pelican Elementary School	Mathematics	4	37.5	22.7	25.0	50.0	62.5
2056	Klamath Falls City Schools	462	Pelican Elementary School	Mathematics	5	43.9	30.4	17.1	34.9	38.2
2056	Klamath Falls City Schools	462	Pelican Elementary School	Mathematics	All Grades	39.2	29.2	27.9	52.3	51.3
2056	Klamath Falls City Schools	463	Ponderosa Middle School	Mathematics	6	37.1	31.8	20.1	17.3	13.5
2056	Klamath Falls City Schools	463	Ponderosa Middle School	Mathematics	7	38.1	30.6	28.7	24.5	24.3
2056	Klamath Falls City Schools	463	Ponderosa Middle School	Mathematics	8	20.2	34.3	22.9	25.5	26.8
2056	Klamath Falls City Schools	463	Ponderosa Middle School	Mathematics	All Grades	32.3	32.3	23.6	22.2	21.4
2056	Klamath Falls City Schools	465	Roosevelt Elementary School	Mathematics	3	62.7	55.4	42.5	41.4	40.4
2056	Klamath Falls City Schools	465	Roosevelt Elementary School	Mathematics	4	52.2	58.0	43.2	46.9	50.8
2056	Klamath Falls City Schools	465	Roosevelt Elementary School	Mathematics	5	49.1	48.4	30.8	36.0	46.7
2056	Klamath Falls City Schools	465	Roosevelt Elementary School	Mathematics	All Grades	54.2	53.6	38.2	41.4	46.3
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	3	13.9	32.3	12.9	29.0	16.1
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	4	26.1	18.9	25.7	18.2	19.4
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	5	11.4	16.3	22.2	16.7	8.8
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	6	20.5	18.9	24.2	26.5	22.6
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	7	19.4	9.5	< 5.0%	8.6	24.3
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	8	21.6	13.9	7.4	7.4	17.2
2262	Knappa SD 4	166	Hilda Lahti Elementary School	Mathematics	All Grades	19.2	17.7	16.3	17.9	18.1
2262	Knappa SD 4	169	Knappa High School	Mathematics	11	14.3	17.9	25.8	10.3	< 5.0%
2262	Knappa SD 4	169	Knappa High School	Mathematics	All Grades	14.3	17.9	25.8	10.3	< 5.0%
2212	La Grande SD 1	1066	Central Elementary School	Mathematics	3	41.0	58.8	32.8	50.0	33.3
2212	La Grande SD 1	1066	Central Elementary School	Mathematics	4	35.9	35.4	34.3	41.0	47.6
2212	La Grande SD 1	1066	Central Elementary School	Mathematics	5	21.8	47.5	42.9	37.1	33.9
2212	La Grande SD 1	1066	Central Elementary School	Mathematics	All Grades	32.9	46.5	36.5	42.9	38.4
2212	La Grande SD 1	1068	Greenwood Elementary School	Mathematics	3	45.6	52.1	33.3	17.6	17.1
2212	La Grande SD 1	1068	Greenwood Elementary School	Mathematics	4	29.1	27.3	19.5	15.2	22.0
2212	La Grande SD 1	1068	Greenwood Elementary School	Mathematics	5	25.0	19.2	35.1	30.2	18.6
2212	La Grande SD 1	1068	Greenwood Elementary School	Mathematics	All Grades	33.5	32.3	29.3	21.1	19.3
2212	La Grande SD 1	1069	Island City Elementary School	Mathematics	3	62.7	59.6	65.9	72.3	59.2
2212	La Grande SD 1	1069	Island City Elementary School	Mathematics	4	41.8	55.8	26.1	42.5	62.5
2212	La Grande SD 1	1069	Island City Elementary School	Mathematics	5	42.1	48.1	43.2	58.3	42.5
2212	La Grande SD 1	1069	Island City Elementary School	Mathematics	All Grades	48.5	54.4	44.8	58.5	55.5
2212	La Grande SD 1	1073	La Grande High School	Mathematics	11	37.2	37.1	23.6	14.1	8.6
2212	La Grande SD 1	1073	La Grande High School	Mathematics	All Grades	37.2	37.1	23.6	14.1	8.6
2212	La Grande SD 1	1072	La Grande Middle School	Mathematics	6	36.8	32.3	31.4	37.0	28.8
2212	La Grande SD 1	1072	La Grande Middle School	Mathematics	7	43.4	36.1	23.5	29.4	23.9
2212	La Grande SD 1	1072	La Grande Middle School	Mathematics	8	36.8	36.2	22.1	27.3	14.0
2212	La Grande SD 1	1072	La Grande Middle School	Mathematics	All Grades	39.4	34.7	25.7	31.3	23.1
2059	Lake County SD 7	491	Daly Middle School	Mathematics	7	50.0	45.9	32.7	28.9	35.4
2059	Lake County SD 7	491	Daly Middle School	Mathematics	8	32.7	40.4	27.1	30.4	27.5
2059	Lake County SD 7	491	Daly Middle School	Mathematics	All Grades	41.0	43.4	29.7	29.7	32.4
2059	Lake County SD 7	490	Fremont/Hay Elementary School	Mathematics	3	51.9	42.5	48.0	35.9	45.7
2059	Lake County SD 7	490	Fremont/Hay Elementary School	Mathematics	4	44.4	39.2	18.0	41.0	15.4
2059	Lake County SD 7	490	Fremont/Hay Elementary School	Mathematics	5	42.6	26.5	26.6	8.0	27.0
2059	Lake County SD 7	490	Fremont/Hay Elementary School	Mathematics	6	43.3	55.6	38.6	34.9	19.2
2059	Lake County SD 7	490	Fremont/Hay Elementary School	Mathematics	All Grades	45.6	41.2	30.1	29.3	27.0
2059	Lake County SD 7	492	Lakeview Senior High School	Mathematics	11	19.4	42.2	21.7	21.8	14.0
2059	Lake County SD 7	492	Lakeview Senior High School	Mathematics	All Grades	19.4	42.2	21.7	21.8	14.0
2059	Lake County SD 7	489	Union Elementary School	Mathematics	3	*	*	*	*	*
2059	Lake County SD 7	489	Union Elementary School	Mathematics	4	> 95.0%	*	*	*	*
2059	Lake County SD 7	489	Union Elementary School	Mathematics	5	*	50.0	*	*	*
2059	Lake County SD 7	489	Union Elementary School	Mathematics	6	*	*	*	*	*
2059	Lake County SD 7	489	Union Elementary School	Mathematics	All Grades	77.8	54.5	18.2	18.5	30.4
1923	Lake Oswego SD 7J	53	Forest Hills Elementary School	Mathematics	3	89.6	83.3	80.6	81.0	82.9
1923	Lake Oswego SD 7J	53	Forest Hills Elementary School	Mathematics	4	80.0	89.6	69.6	80.8	82.1
1923	Lake Oswego SD 7J	53	Forest Hills Elementary School	Mathematics	5	71.3	70.8	77.1	68.4	70.9
1923	Lake Oswego SD 7J	53	Forest Hills Elementary School	Mathematics	All Grades	80.2	81.4	75.4	76.6	78.4
1923	Lake Oswego SD 7J	54	Hallinan Elementary School	Mathematics	3	89.2	80.3	81.0	82.7	89.7
1923	Lake Oswego SD 7J	54	Hallinan Elementary School	Mathematics	4	84.3	80.6	64.8	72.5	80.0
1923	Lake Oswego SD 7J	54	Hallinan Elementary School	Mathematics	5	80.0	73.3	60.0	55.7	71.2
1923	Lake Oswego SD 7J	54	Hallinan Elementary School	Mathematics	All Grades	84.2	77.7	67.8	69.1	79.6
1923	Lake Oswego SD 7J	5455	Harmony Academy	Mathematics	11	--	--	*	*	*
1923	Lake Oswego SD 7J	5455	Harmony Academy	Mathematics	All Grades	--	--	*	*	*
1923	Lake Oswego SD 7J	55	Lake Grove Elementary School	Mathematics	3	81.5	83.8	75.0	78.1	76.1
1923	Lake Oswego SD 7J	55	Lake Grove Elementary School	Mathematics	4	84.6	69.6	73.4	70.8	74.6
1923	Lake Oswego SD 7J	55	Lake Grove Elementary School	Mathematics	5	89.3	75.7	58.9	60.0	61.1
1923	Lake Oswego SD 7J	55	Lake Grove Elementary School	Mathematics	All Grades	85.4	76.7	69.0	69.6	70.3
1923	Lake Oswego SD 7J	61	Lake Oswego High School	Mathematics	11	56.7	59.1	50.0	46.8	54.2
1923	Lake Oswego SD 7J	61	Lake Oswego High School	Mathematics	All Grades	56.7	59.1	50.0	46.8	54.2
1923	Lake Oswego SD 7J	59	Lake Oswego Middle School	Mathematics	6	77.8	73.4	57.6	55.1	61.2
1923	Lake Oswego SD 7J	59	Lake Oswego Middle School	Mathematics	7	79.7	78.4	65.9	57.9	66.0
1923	Lake Oswego SD 7J	59	Lake Oswego Middle School	Mathematics	8	72.9	67.8	62.7	57.2	62.0
1923	Lake Oswego SD 7J	59	Lake Oswego Middle School	Mathematics	All Grades	76.7	72.9	62.1	56.8	63.0
1923	Lake Oswego SD 7J	62	Lakeridge High School	Mathematics	11	71.0	65.7	39.6	47.3	50.8
1923	Lake Oswego SD 7J	62	Lakeridge High School	Mathematics	All Grades	71.0	65.7	39.6	47.3	50.8
1923	Lake Oswego SD 7J	60	Lakeridge Middle School	Mathematics	6	62.8	77.7	54.8	58.5	61.9
1923	Lake Oswego SD 7J	60	Lakeridge Middle School	Mathematics	7	78.4	70.4	58.3	61.0	55.7
1923	Lake Oswego SD 7J	60	Lakeridge Middle School	Mathematics	8	73.4	70.9	62.2	59.0	61.3
1923	Lake Oswego SD 7J	60	Lakeridge Middle School	Mathematics	All Grades	71.4	72.9	58.3	59.6	59.5
1923	Lake Oswego SD 7J	1288	Oak Creek Elementary School	Mathematics	3	79.8	68.1	62.9	68.0	68.1
1923	Lake Oswego SD 7J	1288	Oak Creek Elementary School	Mathematics	4	81.4	83.7	82.1	73.1	77.2
1923	Lake Oswego SD 7J	1288	Oak Creek Elementary School	Mathematics	5	73.5	71.2	60.0	61.3	64.2
1923	Lake Oswego SD 7J	1288	Oak Creek Elementary School	Mathematics	All Grades	78.2	74.4	68.7	66.8	70.2
1923	Lake Oswego SD 7J	5677	Palisades World Language School	Mathematics	3	--	--	75.0	74.1	67.9
1923	Lake Oswego SD 7J	5677	Palisades World Language School	Mathematics	4	--	--	85.2	69.6	88.0
1923	Lake Oswego SD 7J	5677	Palisades World Language School	Mathematics	5	--	--	80.0	64.0	69.6
1923	Lake Oswego SD 7J	5677	Palisades World Language School	Mathematics	All Grades	--	--	80.3	69.3	75.0
1923	Lake Oswego SD 7J	56	River Grove Elementary School	Mathematics	3	72.3	76.7	69.0	78.3	69.7
1923	Lake Oswego SD 7J	56	River Grove Elementary School	Mathematics	4	74.7	73.5	68.1	80.6	70.9
1923	Lake Oswego SD 7J	56	River Grove Elementary School	Mathematics	5	73.5	64.6	56.5	72.9	71.0
1923	Lake Oswego SD 7J	56	River Grove Elementary School	Mathematics	All Grades	73.4	72.1	64.2	77.7	70.5
1923	Lake Oswego SD 7J	58	Westridge Elementary School	Mathematics	3	93.2	83.8	89.7	90.5	90.3
1923	Lake Oswego SD 7J	58	Westridge Elementary School	Mathematics	4	79.5	89.0	76.9	85.4	86.5
1923	Lake Oswego SD 7J	58	Westridge Elementary School	Mathematics	5	70.5	89.4	75.3	76.9	83.3
1923	Lake Oswego SD 7J	58	Westridge Elementary School	Mathematics	All Grades	80.8	87.4	81.3	84.7	86.4
2101	Lebanon Community SD 9	652	Cascades School	Mathematics	3	40.4	28.9	35.7	21.4	38.7
2101	Lebanon Community SD 9	652	Cascades School	Mathematics	4	44.0	40.4	38.0	48.8	36.6
2101	Lebanon Community SD 9	652	Cascades School	Mathematics	5	29.7	38.0	11.4	22.2	15.2
2101	Lebanon Community SD 9	652	Cascades School	Mathematics	All Grades	37.3	32.5	27.1	28.8	28.8
2101	Lebanon Community SD 9	653	Green Acres School	Mathematics	3	39.0	40.0	29.7	33.3	36.0
2101	Lebanon Community SD 9	653	Green Acres School	Mathematics	4	23.5	33.3	35.3	29.3	29.8
2101	Lebanon Community SD 9	653	Green Acres School	Mathematics	5	37.5	10.4	12.8	23.5	26.8
2101	Lebanon Community SD 9	653	Green Acres School	Mathematics	6	--	15.8	19.4	--	--
2101	Lebanon Community SD 9	653	Green Acres School	Mathematics	All Grades	33.1	25.0	24.1	29.1	31.2
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	3	42.9	31.4	27.6	29.6	22.2
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	4	29.4	29.4	48.1	14.7	14.8
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	5	24.2	14.3	17.9	28.0	9.7
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	6	37.5	22.5	18.5	16.0	30.4
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	7	46.7	45.2	28.0	25.0	29.2
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	8	25.8	24.1	6.9	30.4	17.9
2101	Lebanon Community SD 9	658	Hamilton Creek School	Mathematics	All Grades	34.5	28.4	24.2	23.5	20.0
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	3	73.7	27.8	44.4	32.1	44.4
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	4	74.1	46.7	36.0	35.3	36.0
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	5	46.2	51.7	8.3	17.2	10.0
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	6	72.7	56.5	36.4	47.8	40.0
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	7	77.8	76.0	50.0	31.8	31.6
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	8	66.7	52.6	40.6	29.6	20.0
2101	Lebanon Community SD 9	671	Lacomb School	Mathematics	All Grades	67.6	53.5	36.4	31.9	30.8
2101	Lebanon Community SD 9	688	Lebanon High School	Mathematics	11	28.3	22.7	15.3	13.2	19.9
2101	Lebanon Community SD 9	688	Lebanon High School	Mathematics	All Grades	28.3	22.7	15.3	13.2	19.9
2101	Lebanon Community SD 9	3504	Pioneer School	Mathematics	3	29.6	55.8	26.8	29.6	42.3
2101	Lebanon Community SD 9	3504	Pioneer School	Mathematics	4	47.2	41.1	40.4	32.6	35.8
2101	Lebanon Community SD 9	3504	Pioneer School	Mathematics	5	50.8	50.9	37.1	37.0	24.4
2101	Lebanon Community SD 9	3504	Pioneer School	Mathematics	6	48.9	55.1	40.5	39.2	20.7
2101	Lebanon Community SD 9	3504	Pioneer School	Mathematics	All Grades	44.1	50.2	36.5	34.5	32.6
2101	Lebanon Community SD 9	3503	Riverview School	Mathematics	3	32.4	42.2	39.1	51.6	47.8
2101	Lebanon Community SD 9	3503	Riverview School	Mathematics	4	30.6	37.5	54.1	52.2	54.4
2101	Lebanon Community SD 9	3503	Riverview School	Mathematics	5	42.9	27.3	18.8	34.1	25.0
2101	Lebanon Community SD 9	3503	Riverview School	Mathematics	All Grades	35.2	35.6	38.1	44.8	42.4
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	3	67.6	76.3	63.6	45.2	67.6
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	4	69.2	71.4	53.1	61.3	57.5
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	5	60.0	65.5	50.0	64.7	66.7
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	6	56.7	64.5	59.3	33.3	30.6
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	7	64.7	60.0	63.6	57.1	48.0
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	8	60.0	62.5	20.8	68.4	45.8
2101	Lebanon Community SD 9	3505	Sand Ridge Charter School	Mathematics	All Grades	63.3	67.2	52.3	54.1	52.9
2101	Lebanon Community SD 9	674	Seven Oak Middle School	Mathematics	6	36.5	46.1	39.4	18.5	19.7
2101	Lebanon Community SD 9	674	Seven Oak Middle School	Mathematics	7	37.6	30.3	28.9	26.7	24.3
2101	Lebanon Community SD 9	674	Seven Oak Middle School	Mathematics	8	30.9	29.1	14.8	17.1	17.0
2101	Lebanon Community SD 9	674	Seven Oak Middle School	Mathematics	All Grades	34.9	33.6	24.3	21.1	20.5
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	3	--	--	*	*	--
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	4	--	--	*	*	--
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	5	--	--	*	*	--
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	6	--	--	18.2	*	*
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	7	--	--	*	18.2	27.3
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	8	--	--	*	12.5	5.9
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	11	--	--	*	*	*
2097	Lincoln County SD	5690	Compass K-12 Online School	Mathematics	All Grades	--	--	40.0	26.0	12.1
2097	Lincoln County SD	623	Crestview Heights School	Mathematics	3	18.9	15.8	27.9	35.7	31.8
2097	Lincoln County SD	623	Crestview Heights School	Mathematics	4	29.3	20.6	43.6	20.4	28.6
2097	Lincoln County SD	623	Crestview Heights School	Mathematics	5	20.0	22.4	16.1	29.7	18.0
2097	Lincoln County SD	623	Crestview Heights School	Mathematics	6	40.0	10.3	26.3	29.7	32.5
2097	Lincoln County SD	623	Crestview Heights School	Mathematics	All Grades	27.2	17.8	29.1	27.8	27.2
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	3	*	15.8	14.3	20.0	13.3
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	4	30.0	*	< 5.0%	31.6	12.5
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	5	44.4	18.8	17.6	< 5.0%	10.5
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	6	22.2	29.4	16.7	8.3	11.1
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	7	19.0	25.0	*	*	18.2
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	8	6.7	7.7	< 5.0%	*	*
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	11	*	36.4	*	< 5.0%	*
2097	Lincoln County SD	3361	Eddyville Charter School	Mathematics	All Grades	24.1	22.0	11.5	11.2	14.9
2097	Lincoln County SD	3240	Lincoln City Career Technical High School	Mathematics	11	*	*	*	*	*
2097	Lincoln County SD	3240	Lincoln City Career Technical High School	Mathematics	All Grades	*	*	*	*	*
2097	Lincoln County SD	627	Newport High School	Mathematics	11	--	--	29.0	30.2	22.1
2097	Lincoln County SD	627	Newport High School	Mathematics	All Grades	--	--	29.0	30.2	22.1
2097	Lincoln County SD	615	Newport Middle School	Mathematics	6	41.4	23.1	18.4	12.9	18.6
2097	Lincoln County SD	615	Newport Middle School	Mathematics	7	44.1	38.1	26.0	20.0	17.2
2097	Lincoln County SD	615	Newport Middle School	Mathematics	8	34.7	36.3	24.0	17.9	15.2
2097	Lincoln County SD	615	Newport Middle School	Mathematics	All Grades	40.0	31.8	22.8	16.9	16.9
2097	Lincoln County SD	625	Sam Case Elementary	Mathematics	3	49.3	41.4	39.6	23.7	28.0
2097	Lincoln County SD	625	Sam Case Elementary	Mathematics	4	33.1	41.0	32.4	40.9	28.6
2097	Lincoln County SD	625	Sam Case Elementary	Mathematics	5	26.5	30.0	15.1	19.5	21.5
2097	Lincoln County SD	625	Sam Case Elementary	Mathematics	All Grades	36.2	37.7	29.0	27.9	25.9
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	3	18.2	18.2	17.6	5.9	14.3
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	4	8.3	15.0	14.3	14.3	7.7
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	5	9.1	< 5.0%	< 5.0%	11.1	5.9
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	6	20.0	10.0	< 5.0%	7.1	5.3
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	7	20.0	*	11.1	< 5.0%	7.1
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	8	18.2	*	< 5.0%	< 5.0%	< 5.0%
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	11	--	--	*	< 5.0%	< 5.0%
2097	Lincoln County SD	4038	Siletz Valley Schools	Mathematics	All Grades	15.4	10.3	6.9	6.8	5.8
2097	Lincoln County SD	620	Taft Elementary School	Mathematics	3	31.3	27.2	27.5	20.8	27.5
2097	Lincoln County SD	620	Taft Elementary School	Mathematics	4	31.7	25.2	30.1	26.5	10.4
2097	Lincoln County SD	620	Taft Elementary School	Mathematics	5	23.0	20.0	15.7	17.8	17.4
2097	Lincoln County SD	620	Taft Elementary School	Mathematics	6	19.0	18.7	9.2	15.0	15.4
2097	Lincoln County SD	620	Taft Elementary School	Mathematics	All Grades	26.1	22.7	20.2	20.2	17.8
2097	Lincoln County SD	628	Taft High School	Mathematics	11	*	15.7	7.1	13.2	10.5
2097	Lincoln County SD	628	Taft High School	Mathematics	All Grades	*	15.7	7.1	13.2	10.5
2097	Lincoln County SD	621	Taft Middle School	Mathematics	7	16.4	15.3	14.9	16.0	11.1
2097	Lincoln County SD	621	Taft Middle School	Mathematics	8	5.3	14.8	15.7	9.4	6.7
2097	Lincoln County SD	621	Taft Middle School	Mathematics	All Grades	9.6	15.0	15.3	13.1	8.8
2097	Lincoln County SD	611	Toledo Elementary School	Mathematics	3	30.5	29.6	35.2	40.7	24.5
2097	Lincoln County SD	611	Toledo Elementary School	Mathematics	4	37.5	35.0	25.6	34.0	33.3
2097	Lincoln County SD	611	Toledo Elementary School	Mathematics	5	27.0	23.7	21.3	18.4	18.2
2097	Lincoln County SD	611	Toledo Elementary School	Mathematics	6	11.6	23.9	18.4	15.1	19.4
2097	Lincoln County SD	611	Toledo Elementary School	Mathematics	All Grades	27.6	27.9	25.8	27.8	24.2
2097	Lincoln County SD	622	Toledo Jr. High	Mathematics	7	29.8	7.8	11.4	6.5	5.1
2097	Lincoln County SD	622	Toledo Jr. High	Mathematics	8	13.5	16.0	10.4	< 5.0%	5.4
2097	Lincoln County SD	622	Toledo Jr. High	Mathematics	All Grades	21.2	11.9	10.9	< 5.0%	5.3
2097	Lincoln County SD	629	Toledo Senior High School	Mathematics	11	--	< 5.0%	25.0	*	< 5.0%
