District ID	District	School ID	School	Subject	Grade	% Proficient  2017-18	% Proficient  2018-19	% Proficient  2021-22	% Proficient  2022-23	% Proficient  2023-24
2063	Adel SD 21	498	Adel Elementary School	Mathematics	3	--	--	--	--	*
2063	Adel SD 21	498	Adel Elementary School	Mathematics	4	*	*	*	*	*
2063	Adel SD 21	498	Adel Elementary School	Mathematics	5	*	*	--	*	*
2063	Adel SD 21	498	Adel Elementary School	Mathematics	6	*	*	--	--	*
2063	Adel SD 21	498	Adel Elementary School	Mathematics	7	*	*	--	--	--
2063	Adel SD 21	498	Adel Elementary School	Mathematics	8	--	*	--	--	*
2063	Adel SD 21	498	Adel Elementary School	Mathematics	All Grades	*	*	*	*	70.0
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	3	57.1	45.0	75.0	59.3	87.5
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	4	44.0	17.6	30.8	47.8	82.8
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	5	68.2	63.3	93.8	73.7	54.5
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	6	40.0	48.3	29.2	57.1	50.0
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	7	61.9	24.1	19.0	33.3	66.7
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	8	52.4	54.2	28.6	33.3	33.3
2113	Adrian SD 61	707	Adrian Elementary School	Mathematics	All Grades	53.7	43.6	44.3	51.2	62.8
2113	Adrian SD 61	708	Adrian High School	Mathematics	11	50.0	26.3	35.7	20.8	20.0
2113	Adrian SD 61	708	Adrian High School	Mathematics	All Grades	50.0	26.3	35.7	20.8	20.0
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	3	33.3	*	15.8	20.0	20.8
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	4	17.6	13.3	13.0	8.7	13.6
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	5	*	23.1	6.3	< 5.0%	< 5.0%
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	6	< 5.0%	7.1	36.4	10.0	< 5.0%
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	7	< 5.0%	31.3	6.3	22.7	25.0
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	8	*	*	*	22.2	< 5.0%
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	11	16.7	*	--	27.3	23.1
1899	Alsea SD 7J	17	Alsea Charter School	Mathematics	All Grades	14.3	19.8	15.2	15.8	12.6
2252	Amity SD 4J	1208	Amity Elementary School	Mathematics	3	41.7	52.2	28.0	40.7	38.9
2252	Amity SD 4J	1208	Amity Elementary School	Mathematics	4	49.3	40.0	41.4	22.5	20.4
2252	Amity SD 4J	1208	Amity Elementary School	Mathematics	5	38.4	43.5	9.1	35.3	12.5
2252	Amity SD 4J	1208	Amity Elementary School	Mathematics	All Grades	43.1	44.8	24.4	31.7	23.2
2252	Amity SD 4J	1210	Amity High School	Mathematics	11	16.4	22.9	*	*	7.1
2252	Amity SD 4J	1210	Amity High School	Mathematics	All Grades	16.4	22.9	*	*	7.1
2252	Amity SD 4J	1209	Amity Middle School	Mathematics	6	21.3	41.6	15.6	13.0	17.9
2252	Amity SD 4J	1209	Amity Middle School	Mathematics	7	31.1	17.9	8.9	18.9	9.6
2252	Amity SD 4J	1209	Amity Middle School	Mathematics	8	18.5	17.2	14.3	10.0	10.5
2252	Amity SD 4J	1209	Amity Middle School	Mathematics	All Grades	23.9	27.2	12.9	13.5	12.4
2111	Annex SD 29	705	Annex Charter School	Mathematics	3	*	61.5	*	*	*
2111	Annex SD 29	705	Annex Charter School	Mathematics	4	7.1	66.7	< 5.0%	*	*
2111	Annex SD 29	705	Annex Charter School	Mathematics	5	*	16.7	*	33.3	*
2111	Annex SD 29	705	Annex Charter School	Mathematics	6	9.1	*	*	*	58.3
2111	Annex SD 29	705	Annex Charter School	Mathematics	7	54.5	*	*	50.0	*
2111	Annex SD 29	705	Annex Charter School	Mathematics	8	*	33.3	< 5.0%	--	--
2111	Annex SD 29	705	Annex Charter School	Mathematics	All Grades	25.0	36.9	31.5	46.3	52.9
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	3	50.0	64.3	23.1	41.7	*
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	4	45.5	*	*	*	16.7
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	5	26.7	15.4	20.0	27.3	20.0
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	6	72.7	37.5	53.3	*	35.7
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	7	21.4	64.3	*	13.3	*
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	8	*	38.5	25.0	*	6.3
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	11	*	*	16.7	25.0	14.3
2005	Arlington SD 3	323	Arlington Community Charter School	Mathematics	All Grades	46.1	41.4	30.0	20.3	18.2
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	3	*	*	--	*	*
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	4	--	*	*	--	*
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	5	*	--	*	*	--
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	6	*	*	*	*	*
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	7	*	*	*	*	--
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	8	*	*	--	--	--
2115	Arock SD 81	711	W W Jones Elementary School	Mathematics	All Grades	*	36.4	*	*	*
2041	Ashland SD 5	381	Ashland High School	Mathematics	11	57.7	53.3	29.3	45.9	45.7
2041	Ashland SD 5	381	Ashland High School	Mathematics	All Grades	57.7	53.3	29.3	45.9	45.7
2041	Ashland SD 5	380	Ashland Middle School	Mathematics	6	65.2	51.1	54.2	40.9	50.6
2041	Ashland SD 5	380	Ashland Middle School	Mathematics	7	57.4	61.0	39.7	52.8	40.1
2041	Ashland SD 5	380	Ashland Middle School	Mathematics	8	62.9	57.3	44.7	38.0	43.5
2041	Ashland SD 5	380	Ashland Middle School	Mathematics	All Grades	61.5	56.4	46.6	44.2	44.6
2041	Ashland SD 5	375	Bellview Elementary School	Mathematics	3	44.4	71.4	38.1	66.7	65.1
2041	Ashland SD 5	375	Bellview Elementary School	Mathematics	4	63.6	53.7	53.3	62.8	60.9
2041	Ashland SD 5	375	Bellview Elementary School	Mathematics	5	61.4	50.9	45.2	45.7	51.8
2041	Ashland SD 5	375	Bellview Elementary School	Mathematics	All Grades	56.6	58.1	45.7	58.0	58.6
2041	Ashland SD 5	377	Helman Elementary School	Mathematics	3	67.3	75.5	62.9	52.4	51.7
2041	Ashland SD 5	377	Helman Elementary School	Mathematics	4	76.9	59.3	69.5	68.2	51.1
2041	Ashland SD 5	377	Helman Elementary School	Mathematics	5	54.8	61.8	52.9	58.3	66.7
2041	Ashland SD 5	377	Helman Elementary School	Mathematics	All Grades	65.0	65.2	62.2	60.7	57.8
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	3	45.5	18.2	50.0	40.0	20.0
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	4	87.5	53.8	54.5	53.8	47.1
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	5	63.6	64.3	55.0	28.6	53.3
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	6	81.8	66.7	41.7	58.3	50.0
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	7	83.3	76.2	38.9	15.4	68.0
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	8	70.0	60.0	58.8	10.0	50.0
2041	Ashland SD 5	4476	TRAILS Outdoor School	Mathematics	All Grades	74.4	59.3	50.0	35.4	50.0
2041	Ashland SD 5	379	Walker Elementary School	Mathematics	3	39.6	61.2	50.0	57.1	48.3
2041	Ashland SD 5	379	Walker Elementary School	Mathematics	4	44.8	55.8	51.3	45.7	60.7
2041	Ashland SD 5	379	Walker Elementary School	Mathematics	5	48.0	37.3	36.4	47.4	56.7
2041	Ashland SD 5	379	Walker Elementary School	Mathematics	All Grades	44.1	51.7	45.4	49.6	55.2
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	3	*	--	--	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	4	*	*	*	--	--
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	5	--	*	*	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	6	--	--	--	*	*
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	7	--	--	*	--	--
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	8	*	--	--	*	--
2051	Ashwood SD 8	427	Ashwood Elementary School	Mathematics	All Grades	*	*	*	*	*
1933	Astoria SD 1	144	Astoria Middle School	Mathematics	6	45.8	29.9	19.0	13.2	18.5
1933	Astoria SD 1	144	Astoria Middle School	Mathematics	7	36.4	36.7	26.1	24.2	18.5
1933	Astoria SD 1	144	Astoria Middle School	Mathematics	8	31.1	28.5	21.7	18.5	21.7
1933	Astoria SD 1	144	Astoria Middle School	Mathematics	All Grades	38.0	31.7	22.3	18.2	19.4
1933	Astoria SD 1	146	Astoria Senior High School	Mathematics	11	50.9	45.2	26.7	17.6	12.1
1933	Astoria SD 1	146	Astoria Senior High School	Mathematics	All Grades	50.9	45.2	26.7	17.6	12.1
1933	Astoria SD 1	147	Lewis & Clark Elementary School	Mathematics	3	50.0	44.3	45.5	40.7	35.8
1933	Astoria SD 1	147	Lewis & Clark Elementary School	Mathematics	4	44.6	48.1	37.0	32.3	33.9
1933	Astoria SD 1	147	Lewis & Clark Elementary School	Mathematics	5	22.8	28.3	18.3	26.1	30.6
1933	Astoria SD 1	147	Lewis & Clark Elementary School	Mathematics	All Grades	37.7	40.5	33.1	32.8	33.3
2208	Athena-Weston SD 29RJ	1053	Athena Elementary School	Mathematics	3	43.2	43.9	31.6	31.3	34.2
2208	Athena-Weston SD 29RJ	1053	Athena Elementary School	Mathematics	All Grades	43.2	43.9	31.6	31.3	34.2
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	4	28.6	50.0	22.6	45.0	23.3
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	5	24.4	17.6	28.6	18.2	25.6
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	6	31.4	23.4	22.6	44.2	36.4
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	7	45.7	49.1	30.2	22.2	38.3
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	8	38.1	45.1	18.9	24.4	30.6
2208	Athena-Weston SD 29RJ	1055	Weston Middle School	Mathematics	All Grades	33.5	37.0	24.5	31.5	31.4
2208	Athena-Weston SD 29RJ	1056	Weston-McEwen High School	Mathematics	11	39.5	30.8	31.8	22.8	15.6
2208	Athena-Weston SD 29RJ	1056	Weston-McEwen High School	Mathematics	All Grades	39.5	30.8	31.8	22.8	15.6
1894	Baker SD 5J	4759	Baker Early College	Mathematics	11	51.0	58.5	66.7	50.0	63.2
1894	Baker SD 5J	4759	Baker Early College	Mathematics	All Grades	51.0	58.5	66.7	50.0	63.2
1894	Baker SD 5J	8	Baker High School	Mathematics	11	39.6	36.7	12.0	11.8	23.1
1894	Baker SD 5J	8	Baker High School	Mathematics	All Grades	39.6	36.7	12.0	11.8	23.1
1894	Baker SD 5J	1	Baker Middle School	Mathematics	7	37.3	37.6	36.0	38.3	33.3
1894	Baker SD 5J	1	Baker Middle School	Mathematics	8	30.6	33.6	42.6	40.4	32.8
1894	Baker SD 5J	1	Baker Middle School	Mathematics	All Grades	34.6	35.6	39.6	39.4	33.1
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	3	--	--	*	--	*
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	4	--	--	--	*	*
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	5	--	--	*	--	*
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	6	--	--	--	*	--
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	7	--	--	--	--	--
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	8	--	--	--	*	--
1894	Baker SD 5J	5604	Baker Virtual Academy	Mathematics	All Grades	--	--	*	*	*
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	3	29.8	28.8	54.9	31.4	30.3
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	4	21.2	24.0	42.3	35.7	30.2
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	5	27.6	20.5	38.6	24.1	24.2
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	6	19.6	31.2	31.8	35.1	29.0
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	7	31.1	34.1	40.4	40.0	35.9
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	8	28.1	29.6	28.0	20.8	29.0
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	11	12.0	25.0	28.0	23.5	26.3
1894	Baker SD 5J	4728	Baker Web Academy	Mathematics	All Grades	23.9	28.1	38.7	29.5	29.4
1894	Baker SD 5J	2	Brooklyn Primary School	Mathematics	3	45.0	36.7	34.4	18.5	28.3
1894	Baker SD 5J	2	Brooklyn Primary School	Mathematics	All Grades	45.0	36.7	34.4	18.5	28.3
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	Mathematics	7	--	--	*	--	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	Mathematics	8	--	--	*	*	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	Mathematics	11	*	*	*	*	--
1894	Baker SD 5J	3493	Eagle Cap Innovative Jr/Sr High School	Mathematics	All Grades	*	*	*	*	--
1894	Baker SD 5J	4	Haines Elementary School	Mathematics	3	86.4	85.7	56.3	84.2	63.2
1894	Baker SD 5J	4	Haines Elementary School	Mathematics	4	46.2	83.3	53.3	50.0	90.0
1894	Baker SD 5J	4	Haines Elementary School	Mathematics	5	50.0	42.9	46.7	40.9	52.6
1894	Baker SD 5J	4	Haines Elementary School	Mathematics	6	38.1	57.1	45.5	28.6	36.8
1894	Baker SD 5J	4	Haines Elementary School	Mathematics	All Grades	55.3	66.0	50.9	52.0	61.0
1894	Baker SD 5J	5	Keating Elementary School	Mathematics	3	*	--	*	--	--
1894	Baker SD 5J	5	Keating Elementary School	Mathematics	4	*	*	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	Mathematics	5	*	--	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	Mathematics	6	--	*	--	--	--
1894	Baker SD 5J	5	Keating Elementary School	Mathematics	All Grades	*	*	*	--	--
1894	Baker SD 5J	5491	Oregon International School	Mathematics	11	--	--	--	--	--
1894	Baker SD 5J	5491	Oregon International School	Mathematics	All Grades	--	--	--	--	--
1894	Baker SD 5J	7	South Baker Intermediate School	Mathematics	4	41.9	42.6	33.3	29.3	23.3
1894	Baker SD 5J	7	South Baker Intermediate School	Mathematics	5	40.9	42.0	32.1	25.9	23.1
1894	Baker SD 5J	7	South Baker Intermediate School	Mathematics	6	37.0	39.4	26.3	39.7	26.4
1894	Baker SD 5J	7	South Baker Intermediate School	Mathematics	All Grades	40.1	41.4	31.1	31.2	24.3
1969	Bandon SD 54	218	Bandon Senior High School	Mathematics	11	11.1	< 5.0%	10.5	10.0	*
1969	Bandon SD 54	218	Bandon Senior High School	Mathematics	All Grades	11.1	< 5.0%	10.5	10.0	*
1969	Bandon SD 54	216	Harbor Lights Middle School	Mathematics	5	34.4	48.0	29.8	29.7	26.0
1969	Bandon SD 54	216	Harbor Lights Middle School	Mathematics	6	44.2	53.6	50.0	25.5	33.3
1969	Bandon SD 54	216	Harbor Lights Middle School	Mathematics	7	41.8	43.6	19.1	40.0	36.5
1969	Bandon SD 54	216	Harbor Lights Middle School	Mathematics	8	32.7	56.9	20.6	19.0	40.5
1969	Bandon SD 54	216	Harbor Lights Middle School	Mathematics	All Grades	38.1	50.5	30.5	28.0	33.9
1969	Bandon SD 54	217	Ocean Crest Elementary School	Mathematics	3	24.1	40.4	33.3	40.5	53.3
1969	Bandon SD 54	217	Ocean Crest Elementary School	Mathematics	4	40.0	45.1	27.5	36.5	50.0
1969	Bandon SD 54	217	Ocean Crest Elementary School	Mathematics	All Grades	32.1	42.9	30.6	38.3	51.8
2240	Banks SD 13	1120	Banks Elementary School	Mathematics	3	39.0	39.0	37.9	38.6	34.7
2240	Banks SD 13	1120	Banks Elementary School	Mathematics	4	36.3	47.4	31.9	28.4	40.0
2240	Banks SD 13	1120	Banks Elementary School	Mathematics	5	37.8	35.9	23.1	14.3	24.6
2240	Banks SD 13	1120	Banks Elementary School	Mathematics	All Grades	37.7	40.8	31.5	28.0	33.0
2240	Banks SD 13	1124	Banks High School	Mathematics	11	47.1	28.2	*	*	14.7
2240	Banks SD 13	1124	Banks High School	Mathematics	All Grades	47.1	28.2	*	*	14.7
2240	Banks SD 13	1123	Banks Middle School	Mathematics	6	33.8	37.6	31.3	20.3	17.5
2240	Banks SD 13	1123	Banks Middle School	Mathematics	7	49.5	40.9	31.3	23.8	37.3
2240	Banks SD 13	1123	Banks Middle School	Mathematics	8	44.7	48.8	19.1	28.1	31.6
2240	Banks SD 13	1123	Banks Middle School	Mathematics	All Grades	43.4	42.5	27.3	23.9	29.3
2243	Beaverton SD 48J	1186	Aloha High School	Mathematics	11	30.7	27.0	*	15.2	< 5.0%
2243	Beaverton SD 48J	1186	Aloha High School	Mathematics	All Grades	30.7	27.0	*	15.2	< 5.0%
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	3	51.1	44.3	52.2	41.0	34.0
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	4	35.7	40.9	37.4	44.5	27.7
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	5	51.2	26.5	20.4	28.6	27.3
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	6	56.3	60.7	38.6	9.1	13.6
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	7	80.7	61.7	28.3	20.4	5.8
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	8	58.2	87.3	52.9	22.0	17.5
2243	Beaverton SD 48J	1153	Aloha-Huber Park School	Mathematics	All Grades	51.9	47.3	37.9	31.7	24.4
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	3	83.7	54.2	50.0	58.8	45.7
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	4	61.4	80.4	45.7	56.8	62.5
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	5	59.2	57.4	66.7	57.1	45.9
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	6	50.0	78.6	39.1	--	--
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	7	57.1	75.0	58.8	18.8	--
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	8	66.7	82.4	52.0	75.0	*
2243	Beaverton SD 48J	4805	Arco Iris Spanish Immersion School	Mathematics	All Grades	64.6	68.6	51.4	55.8	50.8
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	Mathematics	6	48.0	51.4	25.3	28.1	31.5
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	Mathematics	7	51.4	51.9	38.9	31.9	30.5
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	Mathematics	8	34.2	42.7	22.9	33.7	22.9
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	Mathematics	11	57.1	45.6	49.1	41.2	22.6
2243	Beaverton SD 48J	1304	Arts and Communication Magnet Academy	Mathematics	All Grades	46.5	48.3	32.1	32.8	27.2
2243	Beaverton SD 48J	1154	Barnes Elementary School	Mathematics	3	23.1	22.1	10.4	21.7	16.0
2243	Beaverton SD 48J	1154	Barnes Elementary School	Mathematics	4	11.6	24.3	12.8	9.5	25.3
2243	Beaverton SD 48J	1154	Barnes Elementary School	Mathematics	5	22.0	10.8	19.7	15.9	7.2
2243	Beaverton SD 48J	1154	Barnes Elementary School	Mathematics	All Grades	18.6	18.8	14.5	15.9	16.5
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	Mathematics	3	50.5	43.6	37.8	48.2	20.7
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	Mathematics	4	48.7	50.0	29.4	23.8	26.1
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	Mathematics	5	33.9	41.9	22.1	18.8	13.3
2243	Beaverton SD 48J	1155	Beaver Acres Elementary School	Mathematics	All Grades	44.5	45.0	29.4	30.8	20.2
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	Mathematics	6	47.8	53.4	75.0	68.1	58.1
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	Mathematics	7	62.0	51.8	56.7	74.3	61.7
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	Mathematics	8	50.0	44.4	48.6	46.6	55.5
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	Mathematics	11	60.8	51.4	60.7	48.2	57.8
2243	Beaverton SD 48J	4638	Beaverton Academy of Science and Engineering	Mathematics	All Grades	54.7	50.1	60.5	59.9	58.2
2243	Beaverton SD 48J	1187	Beaverton High School	Mathematics	11	26.0	17.1	16.7	18.1	22.3
2243	Beaverton SD 48J	1187	Beaverton High School	Mathematics	All Grades	26.0	17.1	16.7	18.1	22.3
2243	Beaverton SD 48J	1156	Bethany Elementary School	Mathematics	3	88.2	84.8	76.6	69.7	76.1
2243	Beaverton SD 48J	1156	Bethany Elementary School	Mathematics	4	78.6	70.5	60.3	71.8	70.8
2243	Beaverton SD 48J	1156	Bethany Elementary School	Mathematics	5	71.9	77.3	72.7	75.4	76.4
2243	Beaverton SD 48J	1156	Bethany Elementary School	Mathematics	All Grades	79.5	77.6	69.9	72.2	74.4
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	Mathematics	3	86.4	77.7	78.6	77.2	79.7
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	Mathematics	4	86.4	87.3	84.8	76.4	77.0
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	Mathematics	5	76.8	79.6	67.0	78.5	66.7
2243	Beaverton SD 48J	4671	Bonny Slope Elementary School	Mathematics	All Grades	83.1	81.5	77.3	77.3	73.4
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	Mathematics	3	69.1	70.3	73.8	77.1	74.1
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	Mathematics	4	72.7	67.1	75.0	67.2	58.2
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	Mathematics	5	69.9	64.7	61.3	63.8	55.9
2243	Beaverton SD 48J	1158	Cedar Mill Elementary School	Mathematics	All Grades	70.5	67.5	70.1	68.6	62.5
2243	Beaverton SD 48J	1180	Cedar Park Middle School	Mathematics	6	56.0	53.6	34.8	29.2	32.7
2243	Beaverton SD 48J	1180	Cedar Park Middle School	Mathematics	7	61.1	63.6	39.0	33.5	40.2
2243	Beaverton SD 48J	1180	Cedar Park Middle School	Mathematics	8	53.5	59.0	36.1	30.9	33.3
2243	Beaverton SD 48J	1180	Cedar Park Middle School	Mathematics	All Grades	56.9	58.8	36.6	31.2	35.4
2243	Beaverton SD 48J	1159	Chehalem Elementary School	Mathematics	3	38.2	45.7	58.3	45.9	37.9
2243	Beaverton SD 48J	1159	Chehalem Elementary School	Mathematics	4	27.3	24.0	8.5	31.7	46.3
2243	Beaverton SD 48J	1159	Chehalem Elementary School	Mathematics	5	59.0	38.2	37.5	39.7	43.3
2243	Beaverton SD 48J	1159	Chehalem Elementary School	Mathematics	All Grades	42.7	36.7	35.0	39.0	42.5
2243	Beaverton SD 48J	1305	Community School	Mathematics	11	< 5.0%	< 5.0%	*	6.7	8.0
2243	Beaverton SD 48J	1305	Community School	Mathematics	All Grades	< 5.0%	< 5.0%	*	6.7	8.0
2243	Beaverton SD 48J	1319	Conestoga Middle School	Mathematics	6	55.8	41.5	33.3	32.4	44.3
2243	Beaverton SD 48J	1319	Conestoga Middle School	Mathematics	7	57.2	56.6	36.4	47.9	38.6
2243	Beaverton SD 48J	1319	Conestoga Middle School	Mathematics	8	56.2	55.0	40.1	33.6	32.7
2243	Beaverton SD 48J	1319	Conestoga Middle School	Mathematics	All Grades	56.4	51.1	36.8	37.7	38.9
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	Mathematics	3	59.5	69.3	57.6	57.5	50.0
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	Mathematics	4	66.7	54.3	43.1	45.8	53.3
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	Mathematics	5	60.2	56.3	53.2	57.1	51.3
2243	Beaverton SD 48J	1160	Cooper Mountain Elementary School	Mathematics	All Grades	62.1	59.7	51.2	53.6	51.6
2243	Beaverton SD 48J	1162	Elmonica Elementary School	Mathematics	3	37.4	55.5	37.8	45.6	50.8
2243	Beaverton SD 48J	1162	Elmonica Elementary School	Mathematics	4	54.3	43.8	38.5	47.1	49.1
2243	Beaverton SD 48J	1162	Elmonica Elementary School	Mathematics	5	32.6	40.0	31.3	29.2	36.6
2243	Beaverton SD 48J	1162	Elmonica Elementary School	Mathematics	All Grades	42.4	47.0	36.1	40.1	44.9
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	Mathematics	3	64.9	67.7	34.0	46.0	53.6
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	Mathematics	4	60.8	58.9	53.3	43.2	52.1
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	Mathematics	5	56.5	50.0	30.6	32.7	25.9
2243	Beaverton SD 48J	1161	Errol Hassell Elementary School	Mathematics	All Grades	60.6	58.7	38.2	40.4	43.7
2243	Beaverton SD 48J	1370	Findley Elementary	Mathematics	3	92.2	94.9	89.5	87.5	89.2
2243	Beaverton SD 48J	1370	Findley Elementary	Mathematics	4	92.9	90.4	90.9	77.4	74.4
2243	Beaverton SD 48J	1370	Findley Elementary	Mathematics	5	91.0	87.9	90.5	92.7	82.6
2243	Beaverton SD 48J	1370	Findley Elementary	Mathematics	All Grades	92.0	90.9	90.3	85.8	82.3
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	Mathematics	3	28.1	52.3	26.2	37.7	36.5
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	Mathematics	4	37.0	38.1	48.1	37.5	58.6
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	Mathematics	5	30.4	36.6	32.0	39.7	38.5
2243	Beaverton SD 48J	1163	Fir Grove Elementary School	Mathematics	All Grades	31.9	42.2	35.2	38.3	44.1
2243	Beaverton SD 48J	1181	Five Oaks Middle School	Mathematics	6	30.3	30.9	22.3	28.7	25.6
2243	Beaverton SD 48J	1181	Five Oaks Middle School	Mathematics	7	41.8	36.5	20.2	27.0	29.5
2243	Beaverton SD 48J	1181	Five Oaks Middle School	Mathematics	8	37.6	39.9	13.4	18.5	26.5
2243	Beaverton SD 48J	1181	Five Oaks Middle School	Mathematics	All Grades	36.6	35.8	18.9	24.8	27.2
2243	Beaverton SD 48J	5506	FLEX Online School	Mathematics	3	--	--	66.2	*	66.7
2243	Beaverton SD 48J	5506	FLEX Online School	Mathematics	4	--	--	60.6	70.6	*
2243	Beaverton SD 48J	5506	FLEX Online School	Mathematics	5	--	--	47.6	15.4	60.0
2243	Beaverton SD 48J	5506	FLEX Online School	Mathematics	6	--	--	44.2	35.7	16.7
2243	Beaverton SD 48J	5506	FLEX Online School	Mathematics	7	--	--	41.2	51.5	29.7
